time,place,latitude,longitude,mag,country,sub_continent,continent
2015-05-26T10:32:03.350Z,"61 km NE of Calama, Chile",-22.057,-68.5076,5.6,Chile,Southern America,South America
2015-05-24T21:06:41.140Z,South Sandwich Islands region,-59.653,-26.4546,5.8,South Georgia and the South Sandwich Islands,Southern America,South America
2015-05-24T14:38:59.510Z,"175 km WNW of Pangai, Tonga",-19.3933,-175.9627,6.2,Tonga,Polynesia,Oceania
2015-05-24T04:53:23.630Z,Southern Mid-Atlantic Ridge,-16.855,-14.1708,6.3,"Saint Helena, Ascension and Tristan da Cunha",Western Africa,Africa
2015-05-23T19:28:17.380Z,"60 km SE of Kokopo, Papua New Guinea",-4.7846,152.5914,5.9,Papua New Guinea,Melanesia,Oceania
2015-05-22T23:59:33.770Z,"159 km ESE of Kirakira, Solomon Islands",-11.1093,163.2154,6.8,Solomon Islands,Melanesia,Oceania
2015-05-22T21:45:19.480Z,"205 km ESE of Kirakira, Solomon Islands",-11.0559,163.6959,6.9,Solomon Islands,Melanesia,Oceania
2015-05-21T19:32:57.730Z,"58 km SE of Honiara, Solomon Islands",-9.8042,160.3336,5.7,Solomon Islands,Melanesia,Oceania
2015-05-20T22:48:53.420Z,"178 km W of Lata, Solomon Islands",-10.8759,164.1694,6.8,Solomon Islands,Melanesia,Oceania
2015-05-20T00:30:54.700Z,"135 km WNW of Pangai, Tonga",-19.3021,-175.5247,6,Tonga,Polynesia,Oceania
2015-05-19T15:25:21.080Z,Pacific-Antarctic Ridge,-54.3312,-132.1618,6.7,Pitcairn,Polynesia,Oceania
2015-05-19T13:54:56.470Z,"101 km SSE of Port-Vila, Vanuatu",-18.6153,168.5853,5.8,Vanuatu,Melanesia,Oceania
2015-05-18T17:04:53.650Z,"147 km SW of Panguna, Papua New Guinea",-7.148,154.4418,5.7,Papua New Guinea,Melanesia,Oceania
2015-05-18T04:02:46.580Z,Mid-Indian Ridge,-41.5553,80.3254,5.7,French Southern Territories,Eastern Africa,Africa
2015-05-17T08:52:37.120Z,"149 km S of Lata, Solomon Islands",-12.0807,165.8102,5.6,Solomon Islands,Melanesia,Oceania
2015-05-16T11:34:09.980Z,"45 km SSE of Kod?ri??, Nepal",27.5603,86.0734,5.5,Nepal,Southern Asia,Asia
2015-05-15T20:26:56.870Z,"106 km ESE of Sungai Penuh, Indonesia",-2.542,102.2191,6,Indonesia,South-eastern Asia,Asia
2015-05-12T21:12:58.890Z,"32 km SE of ?funato, Japan",38.9056,142.0317,6.8,Japan,Eastern Asia,Asia
2015-05-12T07:36:54.490Z,"42 km SSE of Kod?ri??, Nepal",27.625,86.1617,6.3,Nepal,Southern Asia,Asia
2015-05-12T07:17:20.640Z,"37 km SE of Kod?ri??, Nepal",27.7141,86.2177,5.5,China,Eastern Asia,Asia
2015-05-12T07:05:19.730Z,Nepal,27.8087,86.0655,7.3,Nepal,Southern Asia,Asia
2015-05-10T21:25:46.440Z,"Izu Islands, Japan region",31.2373,142.0157,6,Japan,Eastern Asia,Asia
2015-05-10T00:50:18.580Z,"112 km SW of El Palmarcito, Mexico",14.8388,-94.0135,5.6,Mexico,Central America,North America
2015-05-08T07:52:06.140Z,"31 km ENE of Kandrian, Papua New Guinea",-6.1204,149.8228,5.9,Papua New Guinea,Melanesia,Oceania
2015-05-08T03:12:21.520Z,"83 km S of Singkil, Indonesia",1.5404,97.9026,5.7,Indonesia,South-eastern Asia,Asia
2015-05-07T07:10:19.590Z,"143 km SW of Panguna, Papua New Guinea",-7.2175,154.5567,7.1,Papua New Guinea,Melanesia,Oceania
2015-05-05T20:53:20.980Z,Mid-Indian Ridge,-15.3785,67.2078,5.5,Mauritius,Eastern Africa,Africa
2015-05-05T08:16:58.450Z,"131 km S of Kokopo, Papua New Guinea",-5.5289,152.2351,5.8,Papua New Guinea,Melanesia,Oceania
2015-05-05T01:58:16.620Z,"125 km S of Kokopo, Papua New Guinea",-5.4716,152.1638,5.6,Papua New Guinea,Melanesia,Oceania
2015-05-05T01:53:59.830Z,"114 km SSW of Kokopo, Papua New Guinea",-5.3494,152.0278,5.8,Papua New Guinea,Melanesia,Oceania
2015-05-05T01:44:06.380Z,"131 km SSW of Kokopo, Papua New Guinea",-5.4624,151.8751,7.5,Papua New Guinea,Melanesia,Oceania
2015-05-04T12:24:08.150Z,Balleny Islands region,-61.4428,154.2683,5.7,Australia,Australia and New Zealand,Oceania
2015-05-04T02:29:11.420Z,"28 km NW of Wanaka, New Zealand",-44.5226,168.8833,5.6,New Zealand,Australia and New Zealand,Oceania
2015-05-03T23:40:56.660Z,"137 km SSW of Kokopo, Papua New Guinea",-5.5385,151.9265,5.9,Papua New Guinea,Melanesia,Oceania
2015-05-03T22:35:07.600Z,"138 km SSW of Kokopo, Papua New Guinea",-5.5228,151.8552,5.5,Papua New Guinea,Melanesia,Oceania
2015-05-03T22:32:39.010Z,"156 km SSW of Kokopo, Papua New Guinea",-5.6314,151.6757,6,Papua New Guinea,Melanesia,Oceania
2015-05-02T16:50:42.990Z,"Izu Islands, Japan region",31.5293,140.213,5.7,Japan,Eastern Asia,Asia
2015-05-01T08:06:52.250Z,"134 km SSW of Kokopo, Papua New Guinea",-5.4912,151.8715,6,Papua New Guinea,Melanesia,Oceania
2015-05-01T08:06:03.480Z,"109 km SSW of Kokopo, Papua New Guinea",-5.2005,151.7773,6.8,Papua New Guinea,Melanesia,Oceania
2015-04-30T10:45:02.930Z,"126 km SSW of Kokopo, Papua New Guinea",-5.375,151.7706,6.7,Papua New Guinea,Melanesia,Oceania
2015-04-30T10:19:08.200Z,South Sandwich Islands region,-60.3933,-26.9077,5.8,South Georgia and the South Sandwich Islands,Southern America,South America
2015-04-28T18:56:53.310Z,"4 km NNE of Paso Real de Sarabia, Mexico",17.1089,-95.0355,5.5,Mexico,Central America,North America
2015-04-28T16:39:39.190Z,Fiji region,-20.8865,-178.6329,6.1,Tonga,Polynesia,Oceania
2015-04-26T23:35:29.730Z,"76 km WSW of Santiago de Cao, Peru",-8.3237,-79.8322,5.6,Peru,Southern America,South America
2015-04-26T07:09:10.670Z,"21 km SSE of Kod?ri??, Nepal",27.7711,86.0173,6.7,Nepal,Southern Asia,Asia
2015-04-25T09:17:02.310Z,"69 km NE of Lobujya, Nepal",28.3902,87.3173,5.7,China,Eastern Asia,Asia
2015-04-25T06:56:33.860Z,"22 km WSW of Kod?ri??, Nepal",27.8822,85.7505,5.5,Nepal,Southern Asia,Asia
2015-04-25T06:45:21.320Z,"71 km NNE of Bharatpur, Nepal",28.2244,84.8216,6.6,Nepal,Southern Asia,Asia
2015-04-25T06:18:10.870Z,"31 km SSE of Kod?ri??, Nepal",27.6857,86.0213,5.6,Nepal,Southern Asia,Asia
2015-04-25T06:15:22.910Z,"0 km NNW of Dhulikhel, Nepal",27.6285,85.5398,6.1,Nepal,Southern Asia,Asia
2015-04-25T06:11:25.950Z,"67 km NNE of Bharatpur, Nepal",28.2305,84.7314,7.8,Nepal,Southern Asia,Asia
2015-04-24T13:56:15.180Z,"282 km WNW of Port McNeill, Canada",51.6148,-130.7714,6.2,Canada,Northern America,North America
2015-04-24T03:36:42.400Z,"73 km S of Wakefield, New Zealand",-42.0602,173.0066,6.1,New Zealand,Australia and New Zealand,Oceania
2015-04-22T22:57:15.650Z,"161 km SSE of Lata, Solomon Islands",-12.039,166.432,6.2,Solomon Islands,Melanesia,Oceania
2015-04-20T12:00:00.070Z,"72 km SW of Yonakuni, Japan",24.0471,122.4532,6.1,Japan,Eastern Asia,Asia
2015-04-20T11:45:13.440Z,"69 km SW of Yonakuni, Japan",24.0851,122.453,6,Japan,Eastern Asia,Asia
2015-04-20T09:05:34.120Z,"202 km SSW of Pagar Alam, Indonesia",-5.6841,102.4776,5.7,Indonesia,South-eastern Asia,Asia
2015-04-20T01:42:58.380Z,"75 km WSW of Yonakuni, Japan",24.2026,122.3158,6.4,Japan,Eastern Asia,Asia
2015-04-17T15:52:51.480Z,"181 km SSW of Alo, Wallis and Futuna",-15.8815,-178.6005,6.5,Wallis and Futuna,Polynesia,Oceania
2015-04-16T18:07:43.610Z,"26 km SSW of Fry, Greece",35.1891,26.8235,6,Greece,Southern Europe,Europe
2015-04-14T08:13:55.330Z,"96 km NNE of Hihifo, Tonga",-15.1965,-173.3499,5.6,Tonga,Polynesia,Oceania
2015-04-11T05:00:42.480Z,"152 km WNW of Tobelo, Indonesia",2.1173,126.6945,5.5,Indonesia,South-eastern Asia,Asia
2015-04-10T16:23:04.080Z,Mid-Indian Ridge,-13.7935,65.858,5.7,Mauritius,Eastern Africa,Africa
2015-04-07T00:46:21.830Z,"106 km NE of Hihifo, Tonga",-15.1676,-173.2247,6.3,Tonga,Polynesia,Oceania
2015-04-05T20:51:39.730Z,"142 km SSE of Kokopo, Papua New Guinea",-5.5476,152.7221,5.5,Papua New Guinea,Melanesia,Oceania
2015-04-03T21:17:54.770Z,"31 km NNW of Finschhafen, Papua New Guinea",-6.2934,147.7519,5.9,Papua New Guinea,Melanesia,Oceania
2015-04-03T12:32:38.670Z,"235 km SSW of Vaini, Tonga",-23.0158,-176.3463,5.5,Tonga,Polynesia,Oceania
2015-04-02T04:10:10.000Z,"223 km E of Levuka, Fiji",-17.8607,-178.5831,5.9,Wallis and Futuna,Polynesia,Oceania
2015-04-01T11:06:35.790Z,"103 km E of Hihifo, Tonga",-16.0213,-172.8346,5.5,Tonga,Polynesia,Oceania
2015-03-31T12:18:24.200Z,"65 km SSE of Kokopo, Papua New Guinea",-4.8946,152.49,6,Papua New Guinea,Melanesia,Oceania
2015-03-31T12:15:21.840Z,"67 km SSE of Kokopo, Papua New Guinea",-4.915,152.4751,5.7,Papua New Guinea,Melanesia,Oceania
2015-03-31T12:10:40.540Z,"83 km SE of Kirakira, Solomon Islands",-10.959,162.4863,5.6,Solomon Islands,Melanesia,Oceania
2015-03-30T18:02:10.790Z,"115 km ENE of Hihifo, Tonga",-15.4261,-172.8635,5.8,Tonga,Polynesia,Oceania
2015-03-30T10:34:53.060Z,Mid-Indian Ridge,-39.2859,78.0903,5.9,French Southern Territories,Eastern Africa,Africa
2015-03-30T08:48:25.340Z,"96 km ENE of Hihifo, Tonga",-15.4994,-173.0293,6.5,Tonga,Polynesia,Oceania
2015-03-30T08:18:01.340Z,"110 km NE of Hihifo, Tonga",-15.392,-172.9409,6.4,Tonga,Polynesia,Oceania
2015-03-30T07:56:53.230Z,"98 km NE of Hihifo, Tonga",-15.4296,-173.049,6,Tonga,Polynesia,Oceania
2015-03-30T00:15:31.410Z,"New Britain region, Papua New Guinea",-5.2049,152.6038,5.7,Papua New Guinea,Melanesia,Oceania
2015-03-29T23:48:31.010Z,"53 km SE of Kokopo, Papua New Guinea",-4.7294,152.5623,7.5,Papua New Guinea,Melanesia,Oceania
2015-03-29T07:50:54.290Z,"138 km NW of Ternate, Indonesia",1.6535,126.4846,5.6,Indonesia,South-eastern Asia,Asia
2015-03-28T22:28:50.780Z,"120 km W of Gorontalo, Indonesia",0.4002,121.9895,5.9,Indonesia,South-eastern Asia,Asia
2015-03-28T19:16:33.120Z,"84 km SW of Nadi, Fiji",-18.2822,176.7927,5.5,Fiji,Melanesia,Oceania
2015-03-28T16:36:53.850Z,"41 km NE of Calama, Chile",-22.2167,-68.6175,5.6,Chile,Southern America,South America
2015-03-27T21:59:39.270Z,"34 km SE of Tena, Ecuador",-1.2012,-77.5836,5.5,Ecuador,Southern America,South America
2015-03-23T10:13:50.880Z,Taiwan,23.7235,121.75,5.5,Taiwan,Eastern Asia,Asia
2015-03-23T04:51:38.010Z,"94 km SW of Curahuara de Carangas, Bolivia",-18.3534,-69.1663,6.4,Chile,Southern America,South America
2015-03-22T05:56:22.370Z,"96 km ESE of Yigo Village, Guam",13.2251,145.7186,5.5,Guam,Micronesia,Oceania
2015-03-20T15:42:52.380Z,"177 km NNW of Arawa, Papua New Guinea",-4.7852,154.8778,5.6,Papua New Guinea,Melanesia,Oceania
2015-03-18T18:27:29.500Z,"75 km NW of Tomé, Chile",-36.1167,-73.5219,6.2,Chile,Southern America,South America
2015-03-17T22:12:28.940Z,"136 km NW of Ternate, Indonesia",1.6686,126.5217,6.2,Indonesia,South-eastern Asia,Asia
2015-03-17T20:16:19.080Z,"225 km E of Levuka, Fiji",-17.8236,-178.5653,5.5,Wallis and Futuna,Polynesia,Oceania
2015-03-16T03:00:05.950Z,"20 km NW of Rabaul, Papua New Guinea",-4.0737,152.0288,5.9,Papua New Guinea,Melanesia,Oceania
2015-03-15T23:17:16.910Z,"70 km NW of Luwuk, Indonesia",-0.5409,122.3067,6.1,Indonesia,South-eastern Asia,Asia
2015-03-15T04:47:19.970Z,"Pagan region, Northern Mariana Islands",18.7532,146.4233,5.8,Northern Mariana Islands,Micronesia,Oceania
2015-03-15T02:17:07.850Z,"172 km SW of Vaini, Tonga",-22.2789,-176.3784,5.5,Tonga,Polynesia,Oceania
2015-03-10T20:55:44.370Z,"2 km NNW of Cepitá, Colombia",6.7757,-72.9875,6.2,Colombia,Southern America,South America
2015-03-09T02:48:45.580Z,"167 km S of Punta de Burica, Panama",6.5308,-82.6541,5.8,Panama,Central America,North America
2015-03-07T22:18:57.500Z,"207 km ESE of Kimbe, Papua New Guinea",-6.5331,151.7342,5.6,Papua New Guinea,Melanesia,Oceania
2015-03-07T13:18:23.960Z,"198 km SSE of Atka, Alaska",50.5075,-173.29,5.6,United States,Northern America,North America
2015-03-06T08:22:18.960Z,Mid-Indian Ridge,-41.3157,80.6046,6,French Southern Territories,Eastern Africa,Africa
2015-03-03T10:37:30.050Z,"157 km W of Pariaman, Indonesia",-0.7789,98.7161,6.1,Indonesia,South-eastern Asia,Asia
2015-03-02T02:50:47.880Z,Pacific-Antarctic Ridge,-59.561,-150.6522,5.5,New Zealand,Australia and New Zealand,Oceania
2015-03-01T08:30:03.030Z,"57 km SSW of Puerto San José, Guatemala",13.4392,-90.9992,5.5,Guatemala,Central America,North America
2015-03-01T03:32:33.780Z,"147 km SSW of Tomohon, Indonesia",0.0241,124.4702,5.6,Indonesia,South-eastern Asia,Asia
2015-02-27T16:24:50.560Z,"187 km N of Saipan, Northern Mariana Islands",16.9041,145.8303,5.7,Northern Mariana Islands,Micronesia,Oceania
2015-02-27T13:45:05.370Z,"150 km NNE of Maumere, Indonesia",-7.2968,122.5348,7,Indonesia,South-eastern Asia,Asia
2015-02-25T07:01:00.930Z,"Izu Islands, Japan region",31.0659,141.8201,5.9,Japan,Eastern Asia,Asia
2015-02-25T01:31:41.500Z,"81 km WSW of Pandan Niog, Philippines",6.0816,119.8398,5.7,Philippines,South-eastern Asia,Asia
2015-02-24T02:28:54.090Z,"107 km E of Miyako, Japan",39.6546,143.1982,5.8,Japan,Eastern Asia,Asia
2015-02-22T14:23:12.720Z,"207 km WSW of José María Morelos, Mexico",18.6766,-106.848,6.2,Mexico,Central America,North America
2015-02-22T12:56:24.400Z,"7 km SSW of Caldono, Colombia",2.7299,-76.5012,5.5,Colombia,Southern America,South America
2015-02-21T10:13:53.290Z,"133 km E of Miyako, Japan",39.8185,143.4861,6,Japan,Eastern Asia,Asia
2015-02-20T04:25:23.380Z,"142 km E of Miyako, Japan",39.8244,143.5871,6.2,Japan,Eastern Asia,Asia
2015-02-19T13:18:32.810Z,Vanuatu,-16.4311,168.1483,6.4,Vanuatu,Melanesia,Oceania
2015-02-19T10:24:03.570Z,Macquarie Island region,-53.4419,159.3522,5.5,New Zealand,Australia and New Zealand,Oceania
2015-02-18T09:32:26.770Z,"183 km W of Lata, Solomon Islands",-10.7598,164.1216,6.1,Solomon Islands,Melanesia,Oceania
2015-02-18T01:16:17.570Z,Northern East Pacific Rise,8.285,-103.0536,5.5,Mexico,Central America,North America
2015-02-18T00:48:28.890Z,Northern East Pacific Rise,8.3227,-103.159,5.5,Mexico,Central America,North America
2015-02-17T16:33:21.280Z,"140 km E of Yamada, Japan",39.5696,143.5829,5.5,Japan,Eastern Asia,Asia
2015-02-17T04:46:38.940Z,"51 km N of Miyako, Japan",40.1095,141.8914,5.5,Japan,Eastern Asia,Asia
2015-02-16T23:06:28.270Z,"83 km ENE of Miyako, Japan",39.8558,142.8808,6.7,Japan,Eastern Asia,Asia
2015-02-16T22:00:53.590Z,South Sandwich Islands region,-55.52,-28.2591,6.2,South Georgia and the South Sandwich Islands,Southern America,South America
2015-02-13T20:06:32.330Z,Taiwan region,22.6374,121.427,6.2,Taiwan,Eastern Asia,Asia
2015-02-13T18:59:12.230Z,Northern Mid-Atlantic Ridge,52.6487,-31.9016,7.1,Portugal,Southern Europe,Europe
2015-02-12T15:50:59.880Z,"68 km WSW of José María Morelos, Mexico",19.3552,-105.7405,5.5,Mexico,Central America,North America
2015-02-11T21:29:24.580Z,Pacific-Antarctic Ridge,-65.5984,-179.601,5.8,New Zealand,Australia and New Zealand,Oceania
2015-02-11T18:57:22.460Z,"103 km W of El Aguilar, Argentina",-23.1125,-66.688,6.7,Argentina,Southern America,South America
2015-02-11T13:01:15.810Z,"83 km NNW of San Antonio de los Cobres, Argentina",-23.5605,-66.7204,5.5,Argentina,Southern America,South America
2015-02-08T15:09:08.950Z,"60 km ENE of Mamuju, Indonesia",-2.4318,119.3699,5.6,Indonesia,South-eastern Asia,Asia
2015-02-05T04:40:51.480Z,South of Panama,5.222,-82.6217,5.7,Panama,Central America,North America
2015-02-04T08:20:43.610Z,South of Tonga,-25.7381,-175.8779,5.5,Tonga,Polynesia,Oceania
2015-02-03T07:16:53.890Z,"81 km SSE of Nikolski, Alaska",52.2224,-168.6035,5.5,United States,Northern America,North America
2015-02-02T10:49:48.530Z,"63 km W of Villa General Roca, Argentina",-32.7183,-67.1231,6.3,Argentina,Southern America,South America
2015-02-02T08:25:48.510Z,"235 km WNW of Lorengau, Papua New Guinea",-1.539,145.2141,5.9,Papua New Guinea,Melanesia,Oceania
2015-02-01T20:02:20.730Z,Southern Mid-Atlantic Ridge,-49.3181,-8.1198,5.6,"Saint Helena, Ascension and Tristan da Cunha",Western Africa,Africa
2015-02-01T13:34:02.980Z,"217 km SSE of Isangel, Vanuatu",-21.2735,170.2648,5.7,Vanuatu,Melanesia,Oceania
2015-02-01T11:41:46.490Z,"186 km NNW of Sola, Vanuatu",-12.3801,166.7543,5.5,Vanuatu,Melanesia,Oceania
2015-01-31T12:29:30.620Z,"147 km E of Saipan, Northern Mariana Islands",15.241,147.1244,5.5,Northern Mariana Islands,Micronesia,Oceania
2015-01-30T17:57:56.440Z,"209 km SSE of Isangel, Vanuatu",-21.2452,170.158,6,Vanuatu,Melanesia,Oceania
2015-01-29T03:49:35.190Z,"61 km NNE of Pangai, Tonga",-19.2852,-174.171,5.6,Tonga,Polynesia,Oceania
2015-01-28T21:08:53.710Z,"40 km SW of Ferndale, California",40.3178333,-124.6066667,5.72,United States,Northern America,North America
2015-01-28T02:43:19.350Z,Fiji region,-20.9665,-178.3032,6.2,Tonga,Polynesia,Oceania
2015-01-27T00:53:19.120Z,"121 km SSW of Singkil, Indonesia",1.3368,97.2402,5.7,Indonesia,South-eastern Asia,Asia
2015-01-26T17:44:52.680Z,Pacific-Antarctic Ridge,-54.6751,-136.7703,5.6,Pitcairn,Polynesia,Oceania
2015-01-23T03:47:27.050Z,"81 km NNE of Port-Vila, Vanuatu",-17.0309,168.52,6.8,Vanuatu,Melanesia,Oceania
2015-01-21T20:08:33.600Z,"76 km SE of Madang, Papua New Guinea",-5.6549,146.3279,5.7,Papua New Guinea,Melanesia,Oceania
2015-01-20T06:59:52.020Z,"4 km NNW of San Francisco El Alto, Guatemala",14.9801,-91.4588,5.5,Guatemala,Central America,North America
2015-01-19T17:19:45.650Z,"23 km SSW of Manuk Mangkaw, Philippines",4.6079,119.7571,5.5,Philippines,South-eastern Asia,Asia
2015-01-18T23:13:36.680Z,Southern East Pacific Rise,-35.4555,-105.7571,5.7,Chile,Southern America,South America
2015-01-18T04:47:38.080Z,"260 km W of Adak, Alaska",51.9238,179.578,5.5,Russia,Eastern Europe,Europe
2015-01-17T23:39:51.870Z,"99 km W of Tual, Indonesia",-5.7726,131.8634,5.5,Indonesia,South-eastern Asia,Asia
2015-01-17T18:41:42.770Z,"60 km ESE of Yacuiba, Bolivia",-22.237,-63.1461,5.6,Bolivia,Southern America,South America
2015-01-12T20:25:14.170Z,"129 km E of Tual, Indonesia",-5.587,133.9223,5.6,Indonesia,South-eastern Asia,Asia
2015-01-12T07:57:27.070Z,"18 km W of El Palmarcito, Mexico",15.4767,-93.3808,5.5,Mexico,Central America,North America
2015-01-10T19:32:00.320Z,"5 km NW of Mabayo, Philippines",14.7709,120.2456,5.9,Philippines,South-eastern Asia,Asia
2015-01-10T17:55:02.630Z,"99 km NNE of Calama, Chile",-21.6328,-68.5339,5.5,Chile,Southern America,South America
2015-01-10T02:05:46.270Z,Chagos Archipelago region,-5.655,68.3613,5.6,Maldives,Southern Asia,Asia
2015-01-08T14:56:30.710Z,Balleny Islands region,-61.6118,161.3346,5.7,New Zealand,Australia and New Zealand,Oceania
2015-01-07T05:07:07.510Z,"236 km S of Punta de Burica, Panama",5.9045,-82.6576,6.5,Panama,Central America,North America
2015-01-06T22:09:13.250Z,"123 km SSE of Ust’-Kamchatsk Staryy, Russia",55.2049,163.2446,5.6,Russia,Eastern Europe,Europe
2015-01-05T17:48:42.490Z,"43 km SSE of Hokitika, New Zealand",-43.0546,171.2364,5.6,New Zealand,Australia and New Zealand,Oceania
2015-01-02T08:21:55.900Z,Carlsberg Ridge,6.5739,60.3653,5.5,Yemen,Western Asia,Asia
2014-12-31T09:26:22.450Z,"10 km SSE of Calatagan, Philippines",13.7483,120.6673,5.5,Philippines,South-eastern Asia,Asia
2014-12-31T01:37:33.930Z,"42 km S of Angoram, Papua New Guinea",-4.4378,144.002,5.8,Papua New Guinea,Melanesia,Oceania
2014-12-30T21:17:23.920Z,Fiji region,-20.3263,-178.5639,6,Tonga,Polynesia,Oceania
2014-12-29T17:41:49.470Z,South Sandwich Islands region,-56.659,-24.8509,5.6,South Georgia and the South Sandwich Islands,Southern America,South America
2014-12-29T09:29:37.390Z,"122 km NNW of Siocon, Philippines",8.6341,121.5213,6.1,Philippines,South-eastern Asia,Asia
2014-12-27T18:53:47.210Z,"127 km E of Levuka, Fiji",-17.9261,-179.49,5.5,Wallis and Futuna,Polynesia,Oceania
2014-12-26T23:52:15.160Z,"173 km SW of Río Grande, Panama",6.5189,-82.3463,5.9,Panama,Central America,North America
2014-12-24T01:58:01.740Z,West of Macquarie Island,-56.3945,147.336,5.9,Australia,Australia and New Zealand,Oceania
2014-12-24T01:19:38.840Z,West of Macquarie Island,-56.3004,147.2567,5.5,Australia,Australia and New Zealand,Oceania
2014-12-22T07:19:41.230Z,Pacific-Antarctic Ridge,-54.1054,-146.0942,5.8,French Polynesia,Polynesia,Oceania
2014-12-21T11:34:13.570Z,"156 km WNW of Tobelo, Indonesia",2.0892,126.6483,6.3,Indonesia,South-eastern Asia,Asia
2014-12-20T09:29:57.490Z,"49 km E of Namie, Japan",37.4017,141.5534,5.9,Japan,Eastern Asia,Asia
2014-12-19T19:49:30.080Z,"4 km SSW of Pointe-Noire, Guadeloupe",16.1951,-61.8091,5.6,Guadeloupe,Caribbean,North America
2014-12-18T20:10:53.410Z,South Sandwich Islands region,-56.6279,-25.3698,5.5,South Georgia and the South Sandwich Islands,Southern America,South America
2014-12-17T06:10:05.700Z,"235 km W of Bengkulu, Indonesia",-3.8295,100.1432,5.9,Indonesia,South-eastern Asia,Asia
2014-12-12T20:22:35.350Z,"241 km WNW of Pangai, Tonga",-18.9043,-176.4443,5.8,Tonga,Polynesia,Oceania
2014-12-11T13:53:29.350Z,South Sandwich Islands region,-56.7511,-25.4248,5.5,South Georgia and the South Sandwich Islands,Southern America,South America
2014-12-10T21:03:39.260Z,"77 km NE of Jiufen, Taiwan",25.5403,122.4503,6.1,Taiwan,Eastern Asia,Asia
2014-12-09T03:09:22.520Z,"140 km E of Laikit, Laikit II (Dimembe), Indonesia",1.5378,126.232,5.7,Indonesia,South-eastern Asia,Asia
2014-12-08T09:52:04.220Z,"144 km ESE of Severo-Kuril’sk, Russia",50.3161,158.0836,5.6,Russia,Eastern Europe,Europe
2014-12-08T08:54:52.520Z,"22 km ESE of Punta de Burica, Panama",7.9401,-82.6865,6.6,Panama,Central America,North America
2014-12-07T21:16:35.740Z,"61 km SSW of Nueva Concepción, Guatemala",13.6717,-91.4731,6.1,Guatemala,Central America,North America
2014-12-07T12:11:31.220Z,"50 km S of Nueva Concepción, Guatemala",13.7465,-91.3822,5.9,Guatemala,Central America,North America
2014-12-07T03:30:01.800Z,"136 km W of Panguna, Papua New Guinea",-6.4606,154.2587,5.6,Papua New Guinea,Melanesia,Oceania
2014-12-07T01:22:02.180Z,"115 km W of Panguna, Papua New Guinea",-6.5108,154.4603,6.6,Papua New Guinea,Melanesia,Oceania
2014-12-06T22:05:10.730Z,Banda Sea,-6.11,130.4829,6,Indonesia,South-eastern Asia,Asia
2014-12-06T17:21:49.020Z,"15 km ESE of Punta de Burica, Panama",7.9824,-82.7339,6,Panama,Central America,North America
2014-12-06T10:20:01.520Z,"123 km SW of Jianshui, China",23.3577,100.533,5.6,China,Eastern Asia,Asia
2014-12-05T18:43:46.290Z,"129 km SW of Jianshui, China",23.3363,100.4736,5.6,China,Eastern Asia,Asia
2014-12-03T00:27:04.430Z,"116 km N of Kendari, Indonesia",-2.9324,122.423,5.5,Indonesia,South-eastern Asia,Asia
2014-12-02T05:11:31.000Z,"106 km WSW of Sangay, Philippines",6.1572,123.1261,6.6,Philippines,South-eastern Asia,Asia
2014-12-01T13:04:24.470Z,Off the west coast of the South Island of New Zealand,-48.8526,164.4453,5.7,New Zealand,Australia and New Zealand,Oceania
2014-11-29T19:40:10.610Z,"132 km WNW of Tobelo, Indonesia",2.3835,127.0084,5.8,Indonesia,South-eastern Asia,Asia
2014-11-29T13:05:08.540Z,Carlsberg Ridge,5.7314,61.381,5.6,Yemen,Western Asia,Asia
2014-11-26T14:49:49.610Z,"152 km NW of Ternate, Indonesia",1.8122,126.4582,5.6,Indonesia,South-eastern Asia,Asia
2014-11-26T14:33:43.640Z,"157 km NW of Ternate, Indonesia",1.9604,126.5751,6.8,Indonesia,South-eastern Asia,Asia
2014-11-25T15:19:08.050Z,"Western Sichuan, China",30.1884,101.7618,5.6,China,Eastern Asia,Asia
2014-11-24T21:02:19.460Z,"69 km NW of Panguna, Papua New Guinea",-5.9626,154.9618,5.6,Papua New Guinea,Melanesia,Oceania
2014-11-22T19:14:16.370Z,"5 km E of Panciu, Romania",45.8977,27.1505,5.6,Romania,Eastern Europe,Europe
2014-11-22T13:08:18.420Z,"6 km SSE of Hakuba, Japan",36.6408,137.8875,6.2,Japan,Eastern Asia,Asia
2014-11-22T08:55:26.580Z,"Western Sichuan, China",30.3398,101.7374,5.9,China,Eastern Asia,Asia
2014-11-21T10:10:19.630Z,"123 km WNW of Tobelo, Indonesia",2.2999,127.0562,6.5,Indonesia,South-eastern Asia,Asia
2014-11-21T03:29:11.390Z,"164 km SSW of Hengchun, Taiwan",20.6545,120.0724,5.8,Taiwan,Eastern Asia,Asia
2014-11-20T18:14:37.790Z,"42 km ENE of Khawhai, India",23.5081,93.5148,5.6,India,Southern Asia,Asia
2014-11-20T01:51:42.180Z,"56 km ESE of Namie, Japan",37.3226,141.6082,5.6,Japan,Eastern Asia,Asia
2014-11-18T04:47:16.630Z,"156 km NW of Ternate, Indonesia",1.8693,126.4751,5.8,Indonesia,South-eastern Asia,Asia
2014-11-18T03:25:37.490Z,"205 km NNW of Sabang, Indonesia",7.484,94.359,5.6,Indonesia,South-eastern Asia,Asia
